UF,Estado,Localidade,Faixa de CEP,CEP Inicial,CEP Final,Situação,Tipo de Faixa
RS,Rio Grande do Sul,Três Arroios,99725-000 a 99729-999,99725000,99729999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Três Cachoeiras,95580-000 a 95584-999,95580000,95584999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Três Coroas,95660-000 a 95669-999,95660000,95669999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Três de Maio,98910-000 a 98914-999,98910000,98914999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Três Forquilhas,95575-000 a 95576-999,95575000,95576999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Três Palmeiras,99675-000 a 99679-999,99675000,99679999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Três Passos,98600-000 a 98634-999,98600000,98634999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Trindade do Sul,99615-000 a 99639-999,99615000,99639999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Triunfo,95840-000 a 95859-999,95840000,95859999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Tucunduva,98930-000 a 98939-999,98930000,98939999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Tunas,99330-000 a 99339-999,99330000,99339999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Tupanci do Sul,99878-000 a 99879-999,99878000,99879999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Tupanciretã,98170-000 a 98174-999,98170000,98174999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Tupandi,95775-000 a 95777-999,95775000,95777999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Tuparendi,98940-000 a 98946-999,98940000,98946999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Turuçu,96148-000 a 96149-999,96148000,96149999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Ubiretama,98898-000 a 98899-999,98898000,98899999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,União da Serra,99215-000 a 99219-999,99215000,99219999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Unistalda,97755-000 a 97759-999,97755000,97759999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Uruguaiana,97500-001 a 97537-999,97500001,97537999,Codificado por logradouros,Total do município
RS,Rio Grande do Sul,Uruguaiana,97500-001 a 97514-999,97500001,97514999,Codificada por logradouros,Exclusiva da sede urbana
RS,Rio Grande do Sul,Vacaria,95200-001 a 95229-999,95200001,95229999,Codificado por logradouros,Total do município
RS,Rio Grande do Sul,Vacaria,95200-001 a 95219-999,95200001,95219999,Codificada por logradouros,Exclusiva da sede urbana
RS,Rio Grande do Sul,Vale do Sol,96878-000 a 96879-999,96878000,96879999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Vale Real,95778-000 a 95779-999,95778000,95779999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Vale Verde,95833-000 a 95834-999,95833000,95834999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Vanini,99290-000 a 99299-999,99290000,99299999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Venâncio Aires,95800-000 a 95819-999,95800000,95819999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Vera Cruz,96880-000 a 96887-999,96880000,96887999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Veranópolis,95330-000 a 95332-999,95330000,95332999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Vespasiano Correa,95972-000 a 95974-999,95972000,95974999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Viadutos,99820-000 a 99824-999,99820000,99824999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Viamão,94400-001 a 94799-999,94400001,94799999,Codificado por logradouros,Total do município
RS,Rio Grande do Sul,Viamão,94400-001 a 94729-999,94400001,94729999,Codificada por logradouros,Exclusiva da sede urbana
RS,Rio Grande do Sul,Vicente Dutra,98450-000 a 98459-999,98450000,98459999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Victor Graeff,99350-000 a 99359-999,99350000,99359999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Vila Flores,95334-000 a 95334-999,95334000,95334999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Vila Lângaro,99955-000 a 99959-999,99955000,99959999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Vila Maria,99155-000 a 99159-999,99155000,99159999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Vila Nova do Sul,97385-000 a 97389-999,97385000,97389999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Vista Alegre,98415-000 a 98429-999,98415000,98429999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Vista Alegre do Prata,95325-000 a 95329-999,95325000,95329999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Vista Gaúcha,98535-000 a 98539-999,98535000,98539999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Vitória das Missões,98850-000 a 98854-999,98850000,98854999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Westfalia,95893-000 a 95894-999,95893000,95894999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Xangri-Lá,95588-000 a 95589-999,95588000,95589999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Abdon Batista,89636-000 a 89637-999,89636000,89637999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Abelardo Luz,89830-000 a 89831-999,89830000,89831999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Agrolândia,88420-000 a 88429-999,88420000,88429999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Agronômica,89188-000 a 89189-999,89188000,89189999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Água Doce,89654-000 a 89659-999,89654000,89659999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Águas de Chapecó,89883-000 a 89884-999,89883000,89884999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Águas Frias,89843-000 a 89844-999,89843000,89844999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Águas Mornas,88150-000 a 88159-999,88150000,88159999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Alfredo Wagner,88450-000 a 88459-999,88450000,88459999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Alto Bela Vista,89730-000 a 89734-999,89730000,89734999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Anchieta,89970-000 a 89979-999,89970000,89979999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Angelina,88460-000 a 88469-999,88460000,88469999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Anita Garibaldi,88590-000 a 88597-999,88590000,88597999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Anitápolis,88475-000 a 88484-999,88475000,88484999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Antônio Carlos,88180-000 a 88189-999,88180000,88189999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Apiúna,89135-000 a 89135-999,89135000,89135999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Arabutã,89740-000 a 89744-999,89740000,89744999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Araquari,89245-000 a 89246-999,89245000,89246999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Araranguá,88900-001 a 88913-999,88900001,88913999,Codificado por logradouros,Total do município
SC,Santa Catarina,Araranguá,88900-001 a 88913-999,88900001,88913999,Codificada por logradouros,Exclusiva da sede urbana
SC,Santa Catarina,Armazém,88740-000 a 88744-999,88740000,88744999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Arroio Trinta,89590-000 a 89594-999,89590000,89594999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Arvoredo,89778-000 a 89779-999,89778000,89779999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Ascurra,89138-000 a 89139-999,89138000,89139999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Atalanta,88410-000 a 88419-999,88410000,88419999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Aurora,89186-000 a 89187-999,89186000,89187999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Balneário Arroio do Silva,88914-000 a 88914-999,88914000,88914999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Balneário Barra do Sul,89247-000 a 89247-999,89247000,89247999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Balneário Camboriú,88330-001 a 88339-999,88330001,88339999,Codificado por logradouros,Total do município
SC,Santa Catarina,Balneário Camboriú,88330-001 a 88339-999,88330001,88339999,Codificada por logradouros,Exclusiva da sede urbana
SC,Santa Catarina,Balneário Gaivota,88955-000 a 88959-999,88955000,88959999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Balneário Piçarras,88380-000 a 88384-999,88380000,88384999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Balneário Rincão,88828-000 a 88829-999,88828000,88829999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Bandeirante,89905-000 a 89905-999,89905000,89905999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Barra Bonita,89909-000 a 89909-999,89909000,89909999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Barra Velha,88390-000 a 88394-999,88390000,88394999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Bela Vista do Toldo,89478-000 a 89479-999,89478000,89479999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Belmonte,89925-000 a 89929-999,89925000,89929999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Benedito Novo,89124-000 a 89125-999,89124000,89125999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Biguaçu,88160-001 a 88179-999,88160001,88179999,Codificado por logradouros,Total do município
SC,Santa Catarina,Biguaçu,88160-001 a 88169-999,88160001,88169999,Codificada por logradouros,Exclusiva da sede urbana
SC,Santa Catarina,Blumenau,89000-001 a 89079-999,89000001,89079999,Codificado por logradouros,Total do município
SC,Santa Catarina,Blumenau,89000-001 a 89079-999,89000001,89079999,Codificada por logradouros,Exclusiva da sede urbana
SC,Santa Catarina,Bocaína do Sul,88538-000 a 88539-999,88538000,88539999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Bom Jardim da Serra,88640-000 a 88649-999,88640000,88649999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Bom Jesus,89824-000 a 89824-999,89824000,89824999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Bom Jesus do Oeste,89873-000 a 89873-999,89873000,89873999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Bom Retiro,88680-000 a 88699-999,88680000,88699999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Bombinhas,88215-000 a 88219-999,88215000,88219999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Botuverá,88295-000 a 88299-999,88295000,88299999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Braço do Norte,88750-000 a 88759-999,88750000,88759999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Braço do Trombudo,89178-000 a 89179-999,89178000,89179999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Brunópolis,89634-000 a 89635-999,89634000,89635999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Brusque,88350-001 a 88359-999,88350001,88359999,Codificado por logradouros,Total do município
SC,Santa Catarina,Brusque,88350-001 a 88359-999,88350001,88359999,Codificada por logradouros,Exclusiva da sede urbana
SC,Santa Catarina,Caçador,89500-001 a 89514-999,89500001,89514999,Codificado por logradouros,Total do município
SC,Santa Catarina,Caçador,89500-001 a 89514-999,89500001,89514999,Codificada por logradouros,Exclusiva da sede urbana
SC,Santa Catarina,Caibi,89888-000 a 89889-999,89888000,89889999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Calmon,89430-000 a 89439-999,89430000,89439999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Camboriú,88340-001 a 88349-999,88340001,88349999,Codificado por logradouros,Total do município
SC,Santa Catarina,Camboriú,88340-001 a 88349-999,88340001,88349999,Codificada por logradouros,Exclusiva da sede urbana
SC,Santa Catarina,Campo Alegre,89294-000 a 89294-999,89294000,89294999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Campo Belo do Sul,88580-000 a 88584-999,88580000,88584999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Campo Erê,89980-000 a 89980-999,89980000,89980999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Campos Novos,89620-000 a 89632-999,89620000,89632999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Canelinha,88230-000 a 88239-999,88230000,88239999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Canoinhas,89460-000 a 89477-999,89460000,89477999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Capão Alto,88548-000 a 88549-999,88548000,88549999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Capinzal,89665-000 a 89666-999,89665000,89666999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Capivari de Baixo,88745-000 a 88749-999,88745000,88749999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Catanduvas,89670-000 a 89674-999,89670000,89674999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Caxambu do Sul,89880-000 a 89881-999,89880000,89881999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Celso Ramos,88598-000 a 88599-999,88598000,88599999,Não codificada por logradouros,Total do município
SC,Santa Catarina,Cerro Negro,88585-000 a 88589-999,88585000,88589999,Não codificada por logradouros,Total do município
